id,date,publication,title,url,link,image,type,language,person_or_company,source,thread_id,attachment_note,confidence,hidden,pub_rank,notes
2015-11-20minutes-lima-dropbox,2015-11-24,20 Minutes,Lima: Quand la French Tech veut faire plier Dropbox,http://www.20minutes.fr/high-tech/1736271-20151124-lima-quand-french-tech-veut-faire-plier-dropbox,http://www.20minutes.fr/high-tech/1736271-20151124-lima-quand-french-tech-veut-faire-plier-dropbox,https://img.20mn.fr/H4PlTsZDSw-gEE3hb83aXw/1444x920_10-minutes-suffisent-connecter-boitier-lima-entre-box-internet-plusieurs-disques-durs-externes,online,fr,lima,rumeur-publique-email,15138e7a03837279,,confirmed,false,11,Full-length feature by Christophe Séfrin following an interview with Séverin the previous week; 23.4M monthly visits outlet
2015-11-challenges-shopping-noel-lima,2015-11-24,Challenges,"High-tech 2015: les incontournables pour Noël à moins de 200 euros (Lima featured, slide 16)",http://www.challenges.fr/galeries-photos/test-high-tech/20151124.CHA1903/high-tech-2015-les-incontournables-pour-noel-a-moins-de-200-euros.html,https://web.archive.org/web/20160415072728/http://www.challenges.fr/galeries-photos/test-high-tech/20151124.CHA1903/high-tech-2015-les-incontournables-pour-noel-a-moins-de-200-euros.html,https://web.archive.org/web/20160415072728im_/http://referentiel.nouvelobs.com/file/14634182.PNG,online,fr,lima,rumeur-publique-email,1516db9261606800,,confirmed,false,12,Fabernovel president Stéphane Distinguin quoted picking Lima as a gift idea
2015-11-challenges-lima-shopping,2015-11-26,Challenges,Lima dans le shopping spécial High Tech,,,,print,fr,lima,rumeur-publique-email,151444e9a5388a47,2015-11-26~1340@CHALLENGES.pdf,confirmed,true,12,229211 copies per Rumeur Publique
2015-11-quechoisir-lima-test,2015-11-26,Que Choisir (UFC),Cloud personnel avec Lima (test),http://www.quechoisir.org/telecom-multimedia/informatique/actualite-stockage-informatique-cloud-personnel-avec-lima,http://www.quechoisir.org/telecom-multimedia/informatique/actualite-stockage-informatique-cloud-personnel-avec-lima,,online,fr,lima,rumeur-publique-email,15144d455fc92c3f,,confirmed,true,999,Full product test by Camille Gruhier; mixed review noting connectivity/speed issues; 2.4M visits outlet
2015-11-neon-lima-idee-du-siecle,2015-11-26,Neon,Comment trouver l'idée du siècle? (Lima featured p.6 of 9-page dossier),,,,print,fr,lima,rumeur-publique-email,15144f81c44829d8,2015-11-26~1788@NEON.pdf,confirmed,true,999,"General-culture monthly, 41797 copies per Rumeur Publique"
2015-11-voyagesdaffaires-lima-shopping,2015-11-27,Voyages d'Affaires,Présentation du Lima dans le shopping numérique,,,,print,fr,lima,rumeur-publique-email,151485cad5bac7e7,2015-11-26~1521@VOYAGES_D_AFFAIRES.pdf,confirmed,true,999,49103 copies per Rumeur Publique
2015-11-latribune-ces2016-startingblocks,2015-11-27,La Tribune,CES 2016: Les Français dans les starting-blocks (Lima's CES Innovation Awards cited),http://www.latribune.fr/technos-medias/french-tech/ces-2016-les-francais-sur-les-starting-blocks-530570.html,http://www.latribune.fr/technos-medias/french-tech/ces-2016-les-francais-sur-les-starting-blocks-530570.html,,online,fr,lima,rumeur-publique-email,151485cad5bac7e7,2015-11-27~1369@LA_TRIBUNE.pdf,confirmed,false,9,Article ran both online and print same day per attachment
2015-itespresso-lima-french-tech-premier-noel,2015-12,ITespresso,Lima : comment cette start-up de la French Tech prépare son premier Noël,https://www.itespresso.fr/lima-start-up-french-tech-premier-noel-113075.html/amp,https://www.itespresso.fr/lima-start-up-french-tech-premier-noel-113075.html/amp,,online,fr,lima;severin-marcombes,web-search,,,confirmed,true,999,"Profile tracing Lima from the 2011 ForgetBox origins through the Kickstarter and into a first Christmas retail push; 24 staff incl. ex-Apple/Oracle/Dassault, 30,000 units sold, 800-tester beta from July 2014."
2015-12-mobileretailer-lima-presentation,2015-12,Mobile Retailer,Présentation de Lima,,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,true,999,Listed as a print clip in the email body but no attachment for this outlet was included in the thread
2015-12-journalpalaisbourgogne-noeldelafrenchtech,2015-12,Le Journal du Palais de Bourgogne,Noël de la French Tech (Lima cited),,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,true,999,Listed as citing Lima in the Noël de la French Tech campaign but no attachment included in this thread
2015-12-lima-noeldelafrenchtech-googledocs-tracker,2015-12,Multiple outlets (Google Doc tracker),Lima: ~30 articles since early December 2015; Noël de la French Tech: ~60 articles including radio/TV,http://bit.ly/1U7XbI4,http://bit.ly/1U7XbI4,,online,fr,lima,rumeur-publique-email,1518c97e9e439346,,mentioned,true,999,"Rumeur Publique references two live Google Docs aggregating dozens of additional online/radio/TV mentions not individually itemized in the email body; Google Docs not accessible via Gmail search, so individual outlets could not be extracted"
2015-12-plugged-lima-presentation,2015-12-01,Plugged,Présentation de Lima,,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-01~1149@PLUGGED.pdf,confirmed,true,999,Product presentation clipping
2015-12-whathifi-lima-presentation,2015-12-03,What Hi-Fi? Son et Home Cinéma,Présentation de Lima,,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-03~1190@WHAT_HI_FI_SON___HOME_CINEMA.pdf,confirmed,true,999,Product presentation clipping
2015-12-franceinfo-penelope-lima-ndlft,2015-12-04,France Info,Interview de Pénélope sur le Noël de la French Tech et Lima,,,,print,fr,lima,rumeur-publique-email,1516d5d3177ade2f,20151204_France Info.mp3,confirmed,true,999,Radio interview with Lima's Pénélope Liot
2015-12-franceinter-ndlft-lima,2015-12-04,France Inter,Noël de la French Tech (Lima mentioned via Pénélope interview reference),,,,print,fr,lima,rumeur-publique-email,1516d5d3177ade2f,20151204 France Inter NDLFT.mp3,confirmed,true,999,Radio segment on Noel de la French Tech campaign
2015-12-telecablesat-lima-presentation,2015-12-07,Télé Câble Sat Hebdo,Présentation de Lima,,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-07~1407@TELE_CABLE_SAT_HEBDO.pdf,confirmed,true,999,Product presentation clipping
2015-12-ecommercelalettre-noeldelafrenchtech,2015-12-10,E-commerce La Lettre,Noël de la French Tech (Lima cited),,,,print,fr,lima,rumeur-publique-email,1518c97e9e439346,2015-12-10~1166@ECOMMERCE_LA_LETTRE.pdf,confirmed,true,999,Part of wider Noel de la French Tech campaign coverage
2016-01-relaxnews-lima,2016-01,RelaxNews,Lima print/wire clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive; individual clip not opened
2016-01-lesechos-lima-jan,2016-01,Les Echos,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,7,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-lsa-lima-jan,2016-01,LSA,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-strategies-lima-jan,2016-01,Stratégies,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-epochtimes-lima-jan,2016-01,Epoch Times (édition française),Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-letelegramme-lima-jan,2016-01,Le Télégramme de Brest,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-semaineiledefrance-lima-jan,2016-01,La Semaine de l'Ile de France,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-journalgrandparis-lima-jan,2016-01,Le Journal du Grand Paris,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-homefashionnews-lima-jan,2016-01,Home Fashion News,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-parisienmagazine-lima-jan,2016-01,Le Parisien Magazine,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-aujourdhuienfrance-lima-jan,2016-01,Aujourd'hui en France Magazine,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive
2016-01-capital-lima-jan,2016-01,Capital,Lima print clipping (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Named by Rumeur Publique as included in January 2016 clippings archive; see also separate February Capital cover feature thread
2016-01-rmc-lima-jan,2016-01,RMC,Lima radio segment (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Radio segment; classified as print/offline per CSV type constraints
2016-01-m6-1245-lima-jan,2016-01,M6 (12/45),Lima TV segment (January 2016 batch),,,,print,fr,lima,rumeur-publique-email,1528917f5347565d,"201601_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,TV segment on M6's 12/45 news; classified as print/offline per CSV type constraints
2016-01-lesechos-frenchtech-lasvegas-ces,2016-01-05,Les Echos,La French Tech joue les vedettes à Las Vegas (Lima cited),http://www.lesechos.fr/tech-medias/hightech/021596871984-la-french-tech-joue-les-vedettes-a-las-vegas-1189611.php,http://www.lesechos.fr/tech-medias/hightech/021596871984-la-french-tech-joue-les-vedettes-a-las-vegas-1189611.php,,online,fr,lima,rumeur-publique-email,15211635567ad970,2016-01-06~1115@LES_ECHOS.pdf,confirmed,true,7,Also ran in print the next morning per attachment
2016-01-forbes-lima-cesunveiled,2016-01-05,Forbes,CES Unveiled: A French Tech Startups Invasion (Lima cited),http://www.forbes.com/sites/jeanbaptiste/2016/01/05/ces-unveiled-a-french-tech-startups-invasion/,http://www.forbes.com/sites/jeanbaptiste/2016/01/05/ces-unveiled-a-french-tech-startups-invasion/,,online,en,lima,rumeur-publique-email,15221821c33e4896,,confirmed,false,3,By Jean Baptiste Su; outlet cited as 69.7M visits by Rumeur Publique
2016-01-m6-1245-lima-segment,2016-01-08,M6 (12/45),Lima TV segment,,,,print,fr,lima,rumeur-publique-email,15221c86d19eb6af,"20160801 M6.ts (Dropbox, not downloaded)",confirmed,true,999,Midday news segment
2016-02-voixdunord-lima-feb,2016-02,La Voix du Nord,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Regional daily (PQR), 251641 copies per Rumeur Publique"
2016-02-entreprendre-lima-feb,2016-02,Entreprendre,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Business magazine, 14429 copies per Rumeur Publique"
2016-02-dynamiqueentrepreneuriale-lima-feb,2016-02,Dynamique Entrepreneuriale,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Business magazine, 68980 copies per Rumeur Publique"
2016-02-technikart-lima-feb,2016-02,Technikart,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"General public magazine, 35500 copies per Rumeur Publique"
2016-02-bricomag-lima-feb,2016-02,Bricomag,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"General public magazine, 10000 copies per Rumeur Publique"
2016-02-vousetvotremac-lima-feb,2016-02,Vous et Votre Mac,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Mac magazine, 22500 copies per Rumeur Publique"
2016-02-avosmac-lima-feb,2016-02,A Vos Mac,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Mac magazine, 40000 copies per Rumeur Publique"
2016-02-economiemagazine-lima-feb,2016-02,Economie Magazine,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Business magazine
2016-02-manageretreussir-lima-feb,2016-02,Manager et Réussir,Lima print clipping (February 2016 batch),,,,print,fr,lima,rumeur-publique-email,15331af224a6a39b,"201602_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Business magazine
2016-02-capital-lima-feature,2016-02,Capital,Bel article dans Capital (février),,,,print,fr,lima,rumeur-publique-email,15287c66f89d0781,2016-01-28~1063@CAPITAL.pdf,confirmed,true,999,Business monthly feature
2016-02-lavoixdunord-lima-test,2016-02-01,La Voix du Nord,Test du Lima / La première solution de stockage en ligne privé made in France,http://www.lavoixdunord.fr/culture-loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-ia0b0n3305109,http://www.lavoixdunord.fr/culture-loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-ia0b0n3305109,,online,fr,lima,rumeur-publique-email,1529c6a7abf82ed4,2016-02-01~1958@LA_VOIX_DU_NORD.pdf,confirmed,true,999,251641 print copies; also ran online and on sister title Nord Eclair
2016-02-nordeclair-lima-test,2016-02-01,Nord Eclair,La première solution de stockage en ligne privé made in France,http://www.nordeclair.fr/loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-jna0b0n1015889,http://www.nordeclair.fr/loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-jna0b0n1015889,,online,fr,lima,rumeur-publique-email,1529c6a7abf82ed4,,confirmed,true,999,"Sister title of La Voix du Nord, same test article syndicated"
2016-03-linformaticien-lima-mar,2016-03,L'informaticien,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"IT trade magazine, 35000 copies per Rumeur Publique"
2016-03-courriercadres-lima-mar,2016-03,Courrier Cadres,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Business magazine, 91000 copies per Rumeur Publique"
2016-03-entreprendre-lima-mar,2016-03,Entreprendre,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Business magazine, 14500 copies per Rumeur Publique; distinct issue from November 2015 Entreprendre dossier"
2016-03-famili-lima-mar,2016-03,Famili,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"General public magazine, 90000 copies per Rumeur Publique"
2016-03-flashinfoseconomie-lima-mar,2016-03,Flash Infos Economie,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,Business publication
2016-03-latribune-lima-mar,2016-03,La Tribune,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,9,"Business magazine, 46000 copies per Rumeur Publique; separate from the ubi i/o hebdo clipping"
2016-03-creationdentreprise-lima-mar,2016-03,Création d'Entreprise,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Business magazine, 5259 copies per Rumeur Publique"
2016-03-stuff-lima-mar,2016-03,Stuff,Lima print clipping (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"Lifestyle magazine, 15000 copies per Rumeur Publique; separate mention from the April Stuff clipping with PDF"
2016-03-bfmtv-lima-mar,2016-03,BFM TV,Lima TV segment (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"TV segment, 3.3M viewers per Rumeur Publique; classified as print/offline per CSV type constraints"
2016-03-gameone-lima-mar,2016-03,Game One,Lima TV segment (March 2016 batch),,,,print,fr,lima,rumeur-publique-email,153e6f3275b0c170,"201603_pigesLima.zip (Dropbox, not downloaded)",confirmed,true,999,"TV segment, 5.1M viewers per Rumeur Publique; classified as print/offline per CSV type constraints; see also separate March 24 2016 Game One thread"
2016-03-journaldugeek-lima-test,2016-03,Le Journal du Geek,Test du Lima (8/10),http://www.journaldugeek.com/tests/test-lima/,http://www.journaldugeek.com/tests/test-lima/,,online,fr,lima,rumeur-publique-email,153e6f3275b0c170,,confirmed,true,999,Product review scoring Lima 8/10; quote included in Rumeur Publique's email
2016-03-linformaticien-lima-test-2pages,2016-03-02,L'informaticien,Test du Lima sur 2 pages,,,,print,fr,lima,rumeur-publique-email,153424ef86bc2e0e,2016-03-02~1261@L_INFORMATICIEN.pdf,confirmed,true,999,"IT monthly, 50000 copies per Rumeur Publique"
2016-03-courriercadres-lima-presentation,2016-03-03,Courrier Cadres,Présentation de la société Lima,,,,print,fr,lima,rumeur-publique-email,153424ef86bc2e0e,2016-03-03~1933@COURRIER_CADRES___DIRIGEANTS.pdf,confirmed,true,999,"Business monthly, 92000 copies per Rumeur Publique"
2016-03-slrlounge-lima-personal-nas-cloud-review,2016-03-15,SLR Lounge,Lima | A Personal NAS/Cloud Creating Device With The Familiarity Of iOS,https://www.slrlounge.com/lima-personal-nascloud-creating-device-familiarity-ios/,https://www.slrlounge.com/lima-personal-nascloud-creating-device-familiarity-ios/,,online,en,lima,web-search,,,confirmed,true,999,"Photography-gear review (by Kishore Sawh) of the Lima device for photographers wanting remote access to RAW libraries; notes Kickstarter origin and roughly a year's shipping delay; rates it 3/5, flags slow retrieval of newly uploaded files."
2016-03-gameone-lima-teamg1,2016-03-19,Game One (Team G1),Présentation du boîtier Lima dans l'émission Team G1,,,,print,fr,lima,rumeur-publique-email,153a8737b1c2319f,"20160319_TeamG1_Game_One_Lima.zip (Dropbox, not downloaded)",confirmed,true,999,TV segment by Anh Phan (also Journal du Geek); outlet audience 5.176M per Rumeur Publique
2016-03-latribunehebdo-lima-usprogram,2016-03-31,La Tribune (hebdo),Lima cited among startups selected for the ubi i/o US program,,,,print,fr,lima,rumeur-publique-email,153d1615c3f3e41f,2016-03-31~1270@LA_TRIBUNE_HEBDO.pdf,confirmed,true,999,"Weekly edition, 46000 copies per Rumeur Publique"
2016-04-stuff-lima-presentation,2016-04,Stuff,Présentation du boîtier Lima (numéro d'avril),,,,print,fr,lima,rumeur-publique-email,153d1615c3f3e41f,2016-03-30~1343@STUFF.pdf,confirmed,true,999,"Monthly magazine, 15000 copies per Rumeur Publique"
2016-04-01net-lima-test,2016-04-13,01net,Test du Lima (note 8/10),,,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-13~1886@01_NET.pdf,confirmed,true,999,"IT consumer bi-monthly, 121454 copies per Rumeur Publique"
2016-04-infosmobiles-lima-odr,2016-04-14,Infos Mobiles,ODR Lima/Sony,,,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-14~1950@INFOS_MOBILES.pdf,confirmed,true,999,"Telco trade monthly, 8000 copies per Rumeur Publique"
2016-04-t3-lima-shopping,2016-04-15,T3,Lima dans le shopping,,,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-15~1362@T3.pdf,confirmed,true,999,"General public monthly, 50000 copies per Rumeur Publique"
2016-04-technikart-lima-interview-severin,2016-04-16,Technikart,Interview de Séverin,,,,print,fr,severin-marcombes,rumeur-publique-email,15470d0a9242e873,2016-04-16~1123@TECHNIKART.pdf,confirmed,true,999,"General public monthly, 35000 copies per Rumeur Publique; byline interview with Séverin"
2016-04-management-lima-shopping,2016-04-21,Management,Lima dans le shopping,,,,print,fr,lima,rumeur-publique-email,15470d0a9242e873,2016-04-21~1384@MANAGEMENT.pdf,confirmed,true,999,"Business monthly, 74297 copies per Rumeur Publique"
2016-05-lesechos-lima-ubiio,2016-05-04,Les Echos,Lima cité dans un article sur le programme Ubi i/o,,,,print,fr,lima,rumeur-publique-email,1547b3eabb01baab,2016-05-04~1304@LES_ECHOS.pdf,confirmed,true,7,Same Ubi i/o US accelerator program covered earlier by La Tribune in March 2016
2016-05-lci-lima-pleinecran,2016-05-20,LCI,Présentation de Lima dans l'émission Plein Écran (Cédric Ingrand),,,,print,fr,lima,rumeur-publique-email,154cefb9f76f0972,"60000000160124976.ts (Dropbox, not downloaded)",confirmed,true,999,"TV segment, 4.9M viewers per Rumeur Publique; LCI newly free-to-air"
2016-10-maddyness-lima-success-story-francaise-cloud,2016-10-20,Maddyness,"Où en est Lima, la success-story française du cloud ?",https://www.maddyness.com/2016/10/20/maddystory-lima-success-story-francaise-vie-dure-cloud/,https://www.maddyness.com/2016/10/20/maddystory-lima-success-story-francaise-vie-dure-cloud/,https://www.maddyness.com/app/uploads/2014/06/1077378_153073818227749_472045966_o.jpg,online,fr,lima;severin-marcombes,web-search,,,confirmed,false,13,"Retrospective on Lima's path from 2011 founding through the record Kickstarter, the Partech round, and 50,000 units sold by 2016; quotes Marcombes on the original problem he wanted to solve."
2016-11-techcrunch-lima-ultra-129,2016-11-14,TechCrunch,Lima beefs up its Dropbox alternative with the $129 Lima Ultra,https://techcrunch.com/2016/11/14/lima-beefs-up-its-dropbox-alternative-with-the-129-lima-ultra/,https://techcrunch.com/2016/11/14/lima-beefs-up-its-dropbox-alternative-with-the-129-lima-ultra/,"https://techcrunch.com/wp-content/uploads/2016/11/229417-limaultra3-0625e5-original-1478789241.jpg?resize=1200,800",online,en,lima,web-search,,,confirmed,false,2,"By Romain Dillet; covers the faster/pricier Lima Ultra hardware refresh (quad-core CPU, Gigabit Ethernet), shipping to 25 countries by Dec 2016."
2017-01-franceinfo-lima-audio,2017-01-28,France Info,Lima radio segment,,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-01-28 FranceInfo_Lima.mp3,confirmed,true,999,Radio segment audio clip attached; classified as print/offline per CSV type constraints
2017-02-technikart-lima-feb17,2017-01-31,Technikart,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-01-31 @TECHNIKART.pdf,confirmed,true,999,Part of monthly revue de presse
2017-02-pcwelt-lima-feb17-1,2017-02,PC Welt (Allemagne),Lima print clipping (February 2017 batch),,,,print,de,lima,rumeur-publique-email,15a892342dbfd2d1,PC-WELT 02-17-106.pdf,confirmed,true,999,German tech magazine
2017-02-pcwelt-lima-feb17-2,2017-02,PC Welt (Allemagne),"Lima print clipping (February 2017 batch), second page",,,,print,de,lima,rumeur-publique-email,15a892342dbfd2d1,PC-WELT 02-17-107.pdf,confirmed,true,999,"German tech magazine, second attached page of same feature"
2017-02-businessinsider-lima-ultra-review,2017-02,Business Insider France,Great review of the new Lima Ultra,http://www.businessinsider.fr/us/lima-ultra-personal-cloud-storage-review-2017-2/,http://www.businessinsider.fr/us/lima-ultra-personal-cloud-storage-review-2017-2/,https://www.businessinsider.com/public/assets/logos/og-image-logo-social.png?v=2023-11,online,fr,lima,rumeur-publique-email,15a892342dbfd2d1,,confirmed,false,5,Flagged by Amandine Guyot (Lima) in the reply to Rumeur Publique's monthly revue de presse
2017-02-linformaticien-lima-feb17,2017-02-08,L'informaticien,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-08~1429@L_INFORMATICIEN.pdf,confirmed,true,999,IT trade magazine
2017-02-lettretribunebordeaux-lima,2017-02-13,La Lettre de la Tribune Bordeaux,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-13~1026@LA_LETTRE_DE_LA_TRIBUNE_BORDEA.pdf,confirmed,true,999,Regional business newsletter
2017-02-voixdunord-lima-feb17,2017-02-13,La Voix du Nord,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-13~1705@LA_VOIX_DU_NORD.pdf,confirmed,true,999,Regional daily (PQR)
2017-02-multimediaalaune-lima,2017-02-14,Multimédia à la Une,Participation de Boulanger à l'opération Noël de la French Tech (interview Amandine Guyot),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-14~1392@MULTIMEDIA_A_LA_UNE.pdf,confirmed,true,999,Trade publication; features interview with Lima CMO Amandine Guyot
2017-02-lesechos-lima-feb17,2017-02-14,Les Echos,Lima livre votre cloud privé à domicile,http://www.lesechos.fr/thema/0211788178439-lima-livre-votre-cloud-prive-a-domicile-2064761.php,http://www.lesechos.fr/thema/0211788178439-lima-livre-votre-cloud-prive-a-domicile-2064761.php,,online,fr,severin-marcombes;lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-14~1698@LES_ECHOS.pdf,confirmed,true,7,Follows an interview with Séverin; ran online and in print same day; a few factual errors flagged by Rumeur Publique for correction
2017-02-courriercadresdirigeants-lima,2017-02-28,Courrier Cadres & Dirigeants,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-28~1543@COURRIER_CADRES___DIRIGEANTS.pdf,confirmed,true,999,Business magazine
2017-02-investissementconseils-lima,2017-02-28,Investissement Conseils,Lima print clipping (February 2017 batch),,,,print,fr,lima,rumeur-publique-email,15a892342dbfd2d1,2017-02-28~1838@INVESTISSEMENT_CONSEILS.pdf,confirmed,true,999,Business/finance magazine
2017-03-lesechosweekend-lima-mar17,2017-03,Les Echos Week-end,Lima print clipping (March 2017 batch),,,,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,Named in Rumeur Publique March 2017 revue de presse; individual attachment not included in this thread
2017-03-01net-lima-mar17,2017-03,01net,Lima print clipping (March 2017 batch),,,,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,Named in Rumeur Publique March 2017 revue de presse
2017-03-matindimanche-lima-suisse,2017-03,Matin Dimanche (Suisse),Lima print clipping (March 2017 batch),,,,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,true,999,"Swiss Sunday paper, named in Rumeur Publique March 2017 revue de presse"
