id,date,publication,title,url,type,language,person_or_company,source,thread_id,attachment_note,confidence,notes
2017-03-lesechosweekend-lima-mar17,2017-03,Les Echos Week-end,Lima print clipping (March 2017 batch),,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,Named in Rumeur Publique March 2017 revue de presse; individual attachment not included in this thread
2017-03-01net-lima-mar17,2017-03,01net,Lima print clipping (March 2017 batch),,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,Named in Rumeur Publique March 2017 revue de presse
2017-03-matindimanche-lima-suisse,2017-03,Matin Dimanche (Suisse),Lima print clipping (March 2017 batch),,print,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,"Swiss Sunday paper, named in Rumeur Publique March 2017 revue de presse"
2017-03-macgeekgab-lima-podcast,2017-03,The Mac Observer's Mac Geek Gab Podcast (USA),Lima mention (March 2017 batch),,online,en,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,US podcast mention named in Rumeur Publique March 2017 revue de presse
2017-03-lesechos-lima-ultra-democratiser,2017-03,Les Echos,Le Lima Ultra veut démocratiser le cloud personnel,https://www.lesechos.fr/tech-medias/hightech/0211881426911-le-lima-ultra-veut-democratiser-le-cloud-personnel-2073376.php,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,Direct link given by Rumeur Publique
2017-03-itforbusiness-lima-cloud-personnel,2017-03,IT for Business,Un cloud personnel haute performance,http://www.itforbusiness.fr/thematiques/cloud-computing/item/8937-un-cloud-personnel-haute-performance,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,Direct link given by Rumeur Publique
2017-03-lemondeinformatique-lima-cloud,2017-03,Le Monde Informatique,Un petit cloud personnel avec Lima,http://www.lemondeinformatique.fr/actualites/lire-un-petit-cloud-personnel-avec-lima-67887.html,online,fr,lima,rumeur-publique-email,15b6cded302e4ae5,,confirmed,Direct link given by Rumeur Publique
2017-06-metropolis-lima-ultra-test,2017-06-26,Metropolis (Italie),Test du Lima Ultra,,print,it,lima,rumeur-publique-email,15d11e56331291fd,31 - Metropolis del 26 Giugno 2017.jpg,confirmed,Italian outlet product test
2017-06-ecrantotal-lima-vivatech,2017-06-14,Ecran Total,Viva Tech (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-14-1013@E_T_ECRAN_TOTAL.pdf,confirmed,Daily marcom trade publication
2017-06-relaxnews-lima-vivatech,2017-06-16,Relaxnews,Viva Tech (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-16-1059@RELAXNEWS.pdf,confirmed,Wire agency
2017-06-latribune-hardwareclub,2017-06-17,La Tribune (newsletter),Levée de fonds du Hardware Club (Lima mentioned as portfolio company),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-17-1016@LA_TRIBUNE.pdf,confirmed,Newsletter edition
2017-06-itespresso-hardwareclub,2017-06-19,IT Espresso,Levée de fonds du Hardware Club (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1236@IT_ESPRESSO_FR.pdf,confirmed,Newsletter edition
2017-06-itrnews-hardwareclub,2017-06-19,ITR News,Levée de fonds du Hardware Club (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1238@ITRNEWS_COM.pdf,confirmed,Newsletter edition
2017-06-itchannel-hardwareclub,2017-06-19,IT Channel,Levée de fonds du Hardware Club (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-19-1463@ITCHANNEL_INFO.pdf,confirmed,Newsletter edition
2017-06-infodsi-hardwareclub,2017-06-21,Info DSI,Levée de fonds du Hardware Club (Lima mentioned),,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-21-1315@INFODSI_MAGAZINE.pdf,confirmed,Newsletter edition
2017-06-lesechos-tribune-flattin,2017-06-30,Les Echos,Tribune libre de Mathias Flattin,,print,fr,lima,rumeur-publique-email,15d11e56331291fd,2017-06-30-1543@LES_ECHOS.pdf,confirmed,Op-ed by Lima co-founder/exec Mathias Flattin
2015-09-latribune-lima-top5-innovations,2015-09-11,La Tribune,Lima cité parmi les cinq meilleures innovations françaises en objets connectés,,print,fr,lima,rumeur-publique-email,14fbbc40ea9a1dc4,2015-09-11~1278@LA_TRIBUNE_HEBDO.pdf,confirmed,References OpinionWay study and Lima's CES Award/Kickstarter success
2015-11-20minutes-lima-dropbox,2015-11-24,20 Minutes,Lima: Quand la French Tech veut faire plier Dropbox,http://www.20minutes.fr/high-tech/1736271-20151124-lima-quand-french-tech-veut-faire-plier-dropbox,online,fr,lima,rumeur-publique-email,15138e7a03837279,,confirmed,Full-length feature by Christophe Séfrin following an interview with Séverin the previous week; 23.4M monthly visits outlet
2015-11-challenges-lima-shopping,2015-11-26,Challenges,Lima dans le shopping spécial High Tech,,print,fr,lima,rumeur-publique-email,151444e9a5388a47,2015-11-26~1340@CHALLENGES.pdf,confirmed,229211 copies per Rumeur Publique
2015-11-quechoisir-lima-test,2015-11-26,Que Choisir (UFC),Cloud personnel avec Lima (test),http://www.quechoisir.org/telecom-multimedia/informatique/actualite-stockage-informatique-cloud-personnel-avec-lima,online,fr,lima,rumeur-publique-email,15144d455fc92c3f,,confirmed,Full product test by Camille Gruhier; mixed review noting connectivity/speed issues; 2.4M visits outlet
2015-11-neon-lima-idee-du-siecle,2015-11-26,Neon,Comment trouver l'idée du siècle? (Lima featured p.6 of 9-page dossier),,print,fr,lima,rumeur-publique-email,15144f81c44829d8,2015-11-26~1788@NEON.pdf,confirmed,"General-culture monthly, 41797 copies per Rumeur Publique"
2015-11-voyagesdaffaires-lima-shopping,2015-11-27,Voyages d'Affaires,Présentation du Lima dans le shopping numérique,,print,fr,lima,rumeur-publique-email,151485cad5bac7e7,2015-11-26~1521@VOYAGES_D_AFFAIRES.pdf,confirmed,49103 copies per Rumeur Publique
2015-11-latribune-ces2016-startingblocks,2015-11-27,La Tribune,CES 2016: Les Français dans les starting-blocks (Lima's CES Innovation Awards cited),http://www.latribune.fr/technos-medias/french-tech/ces-2016-les-francais-sur-les-starting-blocks-530570.html,online,fr,lima,rumeur-publique-email,151485cad5bac7e7,2015-11-27~1369@LA_TRIBUNE.pdf,confirmed,Article ran both online and print same day per attachment
2015-12-franceinfo-penelope-lima-ndlft,2015-12-04,France Info,Interview de Pénélope sur le Noël de la French Tech et Lima,,print,fr,lima,rumeur-publique-email,1516d5d3177ade2f,20151204_France Info.mp3,confirmed,Radio interview with Lima's Pénélope Liot
2015-12-franceinter-ndlft-lima,2015-12-04,France Inter,Noël de la French Tech (Lima mentioned via Pénélope interview reference),,print,fr,lima,rumeur-publique-email,1516d5d3177ade2f,20151204 France Inter NDLFT.mp3,confirmed,Radio segment on Noel de la French Tech campaign
2015-11-challenges-shopping-noel-lima,2015-11-24,Challenges,"High-tech 2015: les incontournables pour Noël à moins de 200 euros (Lima featured, slide 16)",http://www.challenges.fr/galeries-photos/test-high-tech/20151124.CHA1903/high-tech-2015-les-incontournables-pour-noel-a-moins-de-200-euros.html,online,fr,lima,rumeur-publique-email,1516db9261606800,,confirmed,Fabernovel president Stéphane Distinguin quoted picking Lima as a gift idea
2016-01-lesechos-frenchtech-lasvegas-ces,2016-01-05,Les Echos,La French Tech joue les vedettes à Las Vegas (Lima cited),http://www.lesechos.fr/tech-medias/hightech/021596871984-la-french-tech-joue-les-vedettes-a-las-vegas-1189611.php,online,fr,lima,rumeur-publique-email,15211635567ad970,2016-01-06~1115@LES_ECHOS.pdf,confirmed,Also ran in print the next morning per attachment
2016-01-forbes-lima-cesunveiled,2016-01-05,Forbes,CES Unveiled: A French Tech Startups Invasion (Lima cited),http://www.forbes.com/sites/jeanbaptiste/2016/01/05/ces-unveiled-a-french-tech-startups-invasion/,online,en,lima,rumeur-publique-email,15221821c33e4896,,confirmed,By Jean Baptiste Su; outlet cited as 69.7M visits by Rumeur Publique
2016-01-m6-1245-lima-segment,2016-01-08,M6 (12/45),Lima TV segment,,print,fr,lima,rumeur-publique-email,15221c86d19eb6af,"20160801 M6.ts (Dropbox, not downloaded)",confirmed,Midday news segment
2016-02-lavoixdunord-lima-test,2016-02-01,La Voix du Nord,Test du Lima / La première solution de stockage en ligne privé made in France,http://www.lavoixdunord.fr/culture-loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-ia0b0n3305109,online,fr,lima,rumeur-publique-email,1529c6a7abf82ed4,2016-02-01~1958@LA_VOIX_DU_NORD.pdf,confirmed,251641 print copies; also ran online and on sister title Nord Eclair
2016-02-nordeclair-lima-test,2016-02-01,Nord Eclair,La première solution de stockage en ligne privé made in France,http://www.nordeclair.fr/loisirs/la-premiere-solution-de-stockage-en-ligne-prive-made-in-france-jna0b0n1015889,online,fr,lima,rumeur-publique-email,1529c6a7abf82ed4,,confirmed,"Sister title of La Voix du Nord, same test article syndicated"
2016-03-linformaticien-lima-test-2pages,2016-03-02,L'informaticien,Test du Lima sur 2 pages,,print,fr,lima,rumeur-publique-email,153424ef86bc2e0e,2016-03-02~1261@L_INFORMATICIEN.pdf,confirmed,"IT monthly, 50000 copies per Rumeur Publique"
2016-03-courriercadres-lima-presentation,2016-03-03,Courrier Cadres,Présentation de la société Lima,,print,fr,lima,rumeur-publique-email,153424ef86bc2e0e,2016-03-03~1933@COURRIER_CADRES___DIRIGEANTS.pdf,confirmed,"Business monthly, 92000 copies per Rumeur Publique"
2016-03-gameone-lima-teamg1,2016-03-19,Game One (Team G1),Présentation du boîtier Lima dans l'émission Team G1,,print,fr,lima,rumeur-publique-email,153a8737b1c2319f,"20160319_TeamG1_Game_One_Lima.zip (Dropbox, not downloaded)",confirmed,TV segment by Anh Phan (also Journal du Geek); outlet audience 5.176M per Rumeur Publique
2016-05-lesechos-lima-ubiio,2016-05-04,Les Echos,Lima cité dans un article sur le programme Ubi i/o,,print,fr,lima,rumeur-publique-email,1547b3eabb01baab,2016-05-04~1304@LES_ECHOS.pdf,confirmed,Same Ubi i/o US accelerator program covered earlier by La Tribune in March 2016
2016-05-lci-lima-pleinecran,2016-05-20,LCI,Présentation de Lima dans l'émission Plein Écran (Cédric Ingrand),,print,fr,lima,rumeur-publique-email,154cefb9f76f0972,"60000000160124976.ts (Dropbox, not downloaded)",confirmed,"TV segment, 4.9M viewers per Rumeur Publique; LCI newly free-to-air"
2016-02-capital-lima-feature,2016-02,Capital,Bel article dans Capital (février),,print,fr,lima,rumeur-publique-email,15287c66f89d0781,2016-01-28~1063@CAPITAL.pdf,confirmed,Business monthly feature
